year,geo,noc,hours_worked
2014,Canada,Technical occupations related to natural and applied sciences [22],37.8
2015,Canada,Technical occupations related to natural and applied sciences [22],38.1
2016,Canada,Technical occupations related to natural and applied sciences [22],38
2017,Canada,Technical occupations related to natural and applied sciences [22],37.6
2018,Canada,Technical occupations related to natural and applied sciences [22],38.2
2019,Canada,Technical occupations related to natural and applied sciences [22],37.6
2020,Canada,Technical occupations related to natural and applied sciences [22],37.6
1987,Canada,Health occupations [3],34.3
1988,Canada,Health occupations [3],34.6
1989,Canada,Health occupations [3],34.8
1990,Canada,Health occupations [3],34.6
1991,Canada,Health occupations [3],34.6
1992,Canada,Health occupations [3],34.1
1993,Canada,Health occupations [3],34.5
1994,Canada,Health occupations [3],34.2
1995,Canada,Health occupations [3],34
1996,Canada,Health occupations [3],34.1
1997,Canada,Health occupations [3],34.2
1998,Canada,Health occupations [3],33.8
1999,Canada,Health occupations [3],34.4
2000,Canada,Health occupations [3],34.3
2001,Canada,Health occupations [3],34.2
2002,Canada,Health occupations [3],33.7
2003,Canada,Health occupations [3],33.3
2004,Canada,Health occupations [3],33.4
2005,Canada,Health occupations [3],33.5
2006,Canada,Health occupations [3],33.7
2007,Canada,Health occupations [3],34.2
2008,Canada,Health occupations [3],34
2009,Canada,Health occupations [3],33.7
2010,Canada,Health occupations [3],33.5
2011,Canada,Health occupations [3],33.7
2012,Canada,Health occupations [3],34.1
2013,Canada,Health occupations [3],33.8
2014,Canada,Health occupations [3],33.3
2015,Canada,Health occupations [3],33.6
2016,Canada,Health occupations [3],33.7
2017,Canada,Health occupations [3],33.8
2018,Canada,Health occupations [3],34.1
2019,Canada,Health occupations [3],33.8
2020,Canada,Health occupations [3],33.8
1987,Canada,Professional occupations in nursing [30],32
1988,Canada,Professional occupations in nursing [30],32.2
1989,Canada,Professional occupations in nursing [30],32.5
1990,Canada,Professional occupations in nursing [30],32.4
1991,Canada,Professional occupations in nursing [30],32.2
1992,Canada,Professional occupations in nursing [30],31.8
1993,Canada,Professional occupations in nursing [30],31.9
1994,Canada,Professional occupations in nursing [30],31.5
1995,Canada,Professional occupations in nursing [30],31.5
1996,Canada,Professional occupations in nursing [30],31.9
1997,Canada,Professional occupations in nursing [30],31.8
1998,Canada,Professional occupations in nursing [30],31.7
1999,Canada,Professional occupations in nursing [30],32.3
2000,Canada,Professional occupations in nursing [30],32.9
2001,Canada,Professional occupations in nursing [30],32.9
2002,Canada,Professional occupations in nursing [30],32.9
2003,Canada,Professional occupations in nursing [30],32.4
2004,Canada,Professional occupations in nursing [30],32.9
2005,Canada,Professional occupations in nursing [30],33
2006,Canada,Professional occupations in nursing [30],33.3
2007,Canada,Professional occupations in nursing [30],33.8
2008,Canada,Professional occupations in nursing [30],33.3
2009,Canada,Professional occupations in nursing [30],33.4
2010,Canada,Professional occupations in nursing [30],33.1
2011,Canada,Professional occupations in nursing [30],33.8
2012,Canada,Professional occupations in nursing [30],34
2013,Canada,Professional occupations in nursing [30],33.8
2014,Canada,Professional occupations in nursing [30],33.7
2015,Canada,Professional occupations in nursing [30],33.6
2016,Canada,Professional occupations in nursing [30],33.4
2017,Canada,Professional occupations in nursing [30],33.3
2018,Canada,Professional occupations in nursing [30],33.9
2019,Canada,Professional occupations in nursing [30],33.6
2020,Canada,Professional occupations in nursing [30],34.9
1987,Canada,Professional occupations in health (except nursing) [31],43.1
1988,Canada,Professional occupations in health (except nursing) [31],43
1989,Canada,Professional occupations in health (except nursing) [31],42.7
1990,Canada,Professional occupations in health (except nursing) [31],42.7
1991,Canada,Professional occupations in health (except nursing) [31],42.2
1992,Canada,Professional occupations in health (except nursing) [31],41.1
1993,Canada,Professional occupations in health (except nursing) [31],42.4
1994,Canada,Professional occupations in health (except nursing) [31],40.8
1995,Canada,Professional occupations in health (except nursing) [31],40.5
1996,Canada,Professional occupations in health (except nursing) [31],41.3
1997,Canada,Professional occupations in health (except nursing) [31],40.1
1998,Canada,Professional occupations in health (except nursing) [31],39.5
1999,Canada,Professional occupations in health (except nursing) [31],41.1
2000,Canada,Professional occupations in health (except nursing) [31],40.1
2001,Canada,Professional occupations in health (except nursing) [31],39.7
2002,Canada,Professional occupations in health (except nursing) [31],39.3
2003,Canada,Professional occupations in health (except nursing) [31],38.1
2004,Canada,Professional occupations in health (except nursing) [31],38.3
2005,Canada,Professional occupations in health (except nursing) [31],37.8
2006,Canada,Professional occupations in health (except nursing) [31],37.7
2007,Canada,Professional occupations in health (except nursing) [31],38.5
2008,Canada,Professional occupations in health (except nursing) [31],38.2
2009,Canada,Professional occupations in health (except nursing) [31],37.8
2010,Canada,Professional occupations in health (except nursing) [31],37.3
2011,Canada,Professional occupations in health (except nursing) [31],37.5
2012,Canada,Professional occupations in health (except nursing) [31],38.2
2013,Canada,Professional occupations in health (except nursing) [31],37.6
2014,Canada,Professional occupations in health (except nursing) [31],37
2015,Canada,Professional occupations in health (except nursing) [31],37.3
2016,Canada,Professional occupations in health (except nursing) [31],37.9
2017,Canada,Professional occupations in health (except nursing) [31],38
2018,Canada,Professional occupations in health (except nursing) [31],38.6
2019,Canada,Professional occupations in health (except nursing) [31],37.7
2020,Canada,Professional occupations in health (except nursing) [31],36.2
1987,Canada,Technical occupations in health [32],32.9
1988,Canada,Technical occupations in health [32],33.4
1989,Canada,Technical occupations in health [32],33.8
1990,Canada,Technical occupations in health [32],33.8
1991,Canada,Technical occupations in health [32],34
1992,Canada,Technical occupations in health [32],33
1993,Canada,Technical occupations in health [32],32.9
1994,Canada,Technical occupations in health [32],32.9
1995,Canada,Technical occupations in health [32],32.9
1996,Canada,Technical occupations in health [32],32.3
1997,Canada,Technical occupations in health [32],33.3
